tweet,0,1,2
cleared incident sb bedford park college station burnside avenue station,0,1,0
nominations million open the deadline october,1,0,0
drive highway highway prepare ramp closure beginning monday,0,1,0
incident hudsonbergenlightrail both directions west side ave light rail stop tonnelle ave light rail,0,1,0
updated vehicle fire sumter highway north mm left lanes blocked last updated,0,1,0
corgi power witter doubles right center outs yay,1,0,0
crash eb highway mp carbon est clearance time pm,0,1,0
lie space lanes taken vehicle lanes reduce vehicle congestion yeg,0,1,0
post genuinely made start crying,1,0,0
wonder wsj veered blandness hyper caution reporters constantly looking shoulders,1,0,0
update incident mline forest avenue station,0,1,0
if kid enjoys multiple sports encourage keep playing long,1,0,0
eb amp wb schweitzer rd n airport rd roadway closed due crash joseph county,0,1,0
jammed montgomery dr due roving crew right lane,0,1,0
highway west linn delay lt a crash right ln closed sb prior use caution,0,1,0
vehicle accident northbound highway nb mile marker northbound lanes closed be prepared stop use caution tr,0,1,0
yeah bit slow overall great movie though hm let think how a train to busan south korean zombie flick,1,0,0
we holiday but worry checking intermittently tuesday have fun,1,0,0
the broadway station amp bike lane blocked every evening starbucks around,0,1,0
updated construction sb duncan av,0,1,0
rd afro dr moeti calls vigilance regarding involvement private sector marketing harmful,1,0,0
what lovely lovely afternoon marc work truely incredible,1,0,0
updated incident both directions central station,0,1,0
move left highway eb columbia rd construction highway eb ramp columbia rd nb closes weeks,0,1,0
reminder trump age tom selleck don johnson much money combined looks worse,1,0,0
i one day left penn station,1,0,0
fuck offset heavy cause real nigga took cardi b right market,1,0,0
constr highway east btw exit park st west hartford exit ave hartford left,0,1,0
congress solve flood insurance expiring debt ceiling limit funding amp health care repeal,1,0,0
crews repairing main break macarthur blvd nw affecting hydrants please use caution area atlanta,1,0,0
audio how brand evolving around world,1,0,0
safe travels by way check unpacking tips made gt gt,1,0,0
truck escape ramp westbound highway wb mile marker comments ramp open,0,1,0
highway int sw capital hwy delay road work right ln closed sb capitol hwy us,0,1,0
do yall honestly think espn would anything less support trump,1,0,0
brdg work nj dirs btwn south nj tpk north nj tpk wed thru sat fri pm thru am lns cl,0,1,0
we excited announce making hakkasan debut thursday tix,1,0,0
keeping eye serious crash blocking directions sr east redmond near sahalee way will,0,1,0
highway mm eb mile all lanes slow lt mins due heavy traffic,0,0,1
dyk safe ways thaw food hint counter one safe ways thawing,1,0,0
disabled vehicle roadway northbound second tunnel cbbt use caution area,0,1,0
travel southbound crash blocking lane one howe green rettendon turnpike heartnews,0,1,0
healthier soil more water storage one way farms fare better drought agoutlook,1,0,0
construction aline queens bound street station,0,1,0
i traveling florida tomorrow meet great coast guard fema many brave first responders amp others,1,0,0
cleared incident zline parkway station marcy avenue station,0,0,1
reporters monthly climate call thu experts recap april provide outlooks thru aug details,1,0,0
update an hour half later crash highway nb marquam bridge clear all lanes open let healing begin,0,0,1
we like way think mike,1,0,0
tomorrow next streetcar social along route it ogden ave see,1,0,0
incident jerseyline spring lake station,0,1,0
cleared closed other weather nb rt aberdour rd greensville,0,0,1
incident newjerseyturnpikehudsoncountyextension eb interchange highway west newark bay bridge,0,1,0
ironworkers crash northbound north end right lane northvan vancouver,0,1,0
idea happening sb may ave nw expressway interchange been sitting ramp minutes,0,1,0
main street reg rd orono closed stages november construction learn,0,1,0
cleared roadwork highway westbound exit east to highway pa midway,0,1,0
the expectation choice flexibility as industry need evolve womenindesign,1,0,0
surrey northbound king george st pattullo brg slow traffic,0,1,0
highway shoulder closed highway roundabout exit highway near ottumwa,0,1,0
unfortunately way works you learn promotion,1,0,0
walter becker steely dan dead via,1,0,0
crash highway bridge sb ar memphis right lane blocked merge left,0,1,0
alert waukesha co crash highway wb calhoun rd all lanes blocked one direction,0,1,0
crash title highway mile marker mayhilldescription highway mm closed one lane traffic,0,1,0
meet hokiegrad caitlin cossaboom get dvm work,1,0,0
our thoughts prayers continue people affected hurricane harvey helping,1,0,0
updated incident aline nb cir station street station,0,1,0
nobody wants fshgiosrhgo make it funkos talk,1,0,0
crash sb highway mp s salt lake est clearance time pm,0,1,0
come sayhi new kids shoe shops it easier ever find amp buy kicks,1,0,0
acc wb mile left lane blocked traffic bumper bumper beechmont ave mph,0,1,0
so means i touch everybody academy city i pretty much run whole place щ ºдºщ,1,0,0
thoughtfortheday the most loyal and loving breed of dog is called a,1,0,0
new vehicle fire orange highway east exit right lane blocked last updated,0,1,0
along hour time frame us arrange call assist,1,0,0
highway mile marker forsyth night time construction lane closed pm,0,1,0
increase prospective buyers floorplan buyers realestate developers property,1,0,0
luzia stunning glad getting shout,1,0,0
hov lanes open vehicles accident wb interchange blocking left lane,0,1,0
vehicle accident highway highway one mile south of neihart mm milepost,0,1,0
construction eb madison rd lake shore rd,0,1,0
lakings gokingsgo stephen king mercedes hits tv slow lane sportsroadhouse,1,0,0
new report billion annual increase beef exports tpp read,1,0,0
getting dui charge could cause insurance premiums sharply increase buzzeddriving,1,0,0
we relieved alive still sense hopelessness hurricaneirma,1,0,0
turnpike roadwork pennsylvania turnpike highway directions exit exit affecting ramp,0,1,0
retired drivers name favourite uk road new survey the route stretch lochgilphead glen,1,0,0
congratulations featured world records,1,0,0
parents teach kids check passing vehicles directions entering roadway catch bus safetyin,1,0,0
here tips keep eyes healthy best luck picking,1,0,0
highway mi w ave delay lt a crash occurred wb west left ln closed use ca,0,1,0
exit ramp accident cleared seside n lp wb the n fwy stop go traffic back the hardy toll delay mins traffic,0,0,1
cleared incident eastern parkway station,0,0,1
update advisory standing water eb rt rescue rd isle of wight no lanes closed potential delays,0,1,0
trafficalert all lanes closed highway sb mmmbt crash mi backup hrtraffic,0,1,0
we miss home family time important see soon,1,0,0
blocking accident reported south ramp east caution traffic,0,1,0
along owners name email amp phone please follow direct message us,1,0,0
surprise happy anniversary street fighter ii cartridge legacy collection snes limited,1,0,0
cleared crash charlotte highway south ramp exit tuckers grade closed last updated,0,0,1
twitter marketing inns b b restaurants blogs,1,0,0
god hinting us sumn serious shit goin,1,0,0
congrats wimbledon title pictured ball boys amp girls wimbledonfinals,1,0,0
new planned construction volusia highway north exit highway right lane blocked last updated,0,1,0
yes yes yes yes wins make,1,0,0
vehicle fire wb express approaching single vehicle right lane blocked opp,0,1,0
flatiron west sunol highway roadway rehab california,1,0,0
stalled tractor trailer eb shantz blocking right lane traffic jammed east cedar creek,0,1,0
slots still available duty serve public listening sessions chi sf amp dc register,1,0,0
with neighborhoods chicago every traveler we also so,1,0,0
shipped today delivery tomorrow you received tracking info via email thanks,1,0,0
beltre hamstring miss least weeks rangers,1,0,0
cleared incident gardenstateparkway sb north exit highway,0,0,1
new crash broward pembroke road west highway right lanes blocked last updated,0,1,0
east hartford ct usa family looking child care center year old family east hartfo work job,1,0,0
accident with injuries southbound highway exiting bunker hill dr san mateo left lane exit ramp closed,0,1,0
a black screen good jori let see get bottom please dm us details,1,0,0
power ventures bad decision cfaa front blocked users migrating info,1,0,0
canadian western trust company exit exempt market securities business line edmonton alberta marketwired,1,0,0
road construction right lane closed arlington wb stopped traffic back great sw pkwy delay mins dfwtraffic,0,1,0
babies amp mothers worldwide failed lack investment breastfeeding,1,0,0
rammed jammed packed rain carriage piccadilly rush hour travel nightmare,0,0,1
mn roundabout sierra parkway industrial boulevard waconia width limit effect,0,1,0
roadwork garden state parkway northbound exit north exit highway left lane closed am,0,1,0
